compound_short,compound_full,Formula,Mass,RT,CAS_ID
Lrp6CDp1,Methylglyoxal,C3 H4 O2,72.022,1.79,78-98-8
Lrp6CDp2,Glycine,C2 H5 N O2,75.028,9.13,56-40-6
Lrp6CDp3,Trimethylamine N-oxide,C3 H9 N O,75.067,15.72,1184-78-7
Lrp6CDp4,Cysteamine,C2 H7 N S,77.025,1.96,60-23-1
Lrp6CDp5,Putrescine,C4 H12 N2,88.1,26.46,110-60-1
Lrp6CDp6,Sarcosine,C3 H7 N O2,89.045,9.76,107-97-1
Lrp6CDp7,Alanine,C3 H7 N O2,89.046,8.65,56-41-7
Lrp6CDp8,3-Aminoisobutyric Acid (BAIBA),C4 H9 N O2,103.062,10.01,144-90-1
Lrp6CDp9,2-Aminobutyric Acid,C4 H9 N O2,103.063,8.13,1492-24-6
Lrp6CDp10,4-Aminobutyric Acid (GABA),C4 H9 N O2,103.063,11.82,56-12-2
Lrp6CDp11,Choline,C5 H13 N O,103.1,26.41,62-49-7
Lrp6CDp12,Serine,C3 H7 N O3,105.042,8.61,56-45-1
Lrp6CDp13,Hypotaurine,C2 H7 N O2 S,109.015,9.15,300-84-5
Lrp6CDp14,Cytosine,C4 H5 N3 O,111.043,4.65,71-30-7
Lrp6CDp15,Uracil,C4 H4 N2 O2,112.026,1.73,66-22-8
Lrp6CDp16,Creatinine,C4 H7 N3 O,113.056,7.49,60-27-5
Lrp6CDp17,Proline,C5 H9 N O2,115.06,9.46,147-85-3
Lrp6CDp18,Guanidinoacetic Acid,C3 H7 N3 O2,117.063,8.78,352-97-6
Lrp6CDp19,Valine,C5 H11 N O2,117.075,7.6,72-18-4
Lrp6CDp20,Betaine,C5 H11 N O2,117.079,10.5,107-43-7
Lrp6CDp21,Threonine,C4 H9 N O3,119.058,8.24,72-19-5
Lrp6CDp22,D-Erythrose,C4 H8 O4,120.043,2.62,583-50-6
Lrp6CDp23,Nicotinamide,C6 H6 N2 O,122.046,1.96,98-92-0
Lrp6CDp24,Taurine,C2 H7 N O3 S,125.01,5.09,107-35-7
Lrp6CDp25,Thymine,C5 H6 N2 O2,126.042,1.65,65-71-4
Lrp6CDp26,trans-4-Hydroxyproline,C5 H9 N O3,131.056,8.63,51-35-4
Lrp6CDp27,Creatine,C4 H9 N3 O2,131.066,9.75,57-00-1
Lrp6CDp28,Leucine,C6 H13 N O2,131.094,6.77,61-90-5
Lrp6CDp29,Isoleucine,C6 H13 N O2,131.094,7.01,73-32-5
Lrp6CDp30,Asparagine,C4 H8 N2 O3,132.05,8.91,70-47-3
Lrp6CDp31,Ornithine,C5 H12 N2 O2,132.089,25.65,70-26-8
Lrp6CDp32,Aspartic Acid,C4 H7 N O4,133.037,8.57,56-84-8
Lrp6CDp33,Adenine,C5 H5 N5,135.054,3.72,73-24-5
Lrp6CDp34,Hypoxanthine,C5 H4 N4 O,136.043,2.68,68-94-0
Lrp6CDp35,Phenylacetic Acid,C8 H8 O2,136.046,2.66,103-82-2
Lrp6CDp36,N-Methylnicotinate,C7 H7 N O2,137.048,10.56,535-83-1
Lrp6CDp37,Urocanic Acid,C6 H6 N2 O2,138.05,2.62,104-98-3
Lrp6CDp38,O-Phosphoethanolamine,C2 H8 N O4 P,141.017,15.07,1071-23-4 
Lrp6CDp39,4-Acetamidobutanoic Acid,C6 H11 N O3,145.069,5.69,3025-96-5
Lrp6CDp40,4-Guanidinobutyric Acid,C5 H11 N3 O2,145.086,10.75,463-00-3 
Lrp6CDp41,Deoxycarnitine,C7 H15 N O2,145.109,18.29,407-64-7
Lrp6CDp42,Spermidine,C7 H19 N3,145.157,25.83,124-20-9
Lrp6CDp43,Glutamine,C5 H10 N2 O3,146.065,9.01,56-85-9
Lrp6CDp44,Lysine,C6 H14 N2 O2,146.105,25.67,56-87-1
Lrp6CDp45,Glutamic Acid,C5 H9 N O4,147.049,8.79,56-86-0
Lrp6CDp46,Methionine,C5 H11 N O2 S,149.05,6.81,63-68-3
Lrp6CDp47,Guanine,C5 H5 N5 O,151.048,6.81,73-40-5
Lrp6CDp48,Xanthine,C5 H4 N4 O2,152.032,1.93,69-89-6
Lrp6CDp49,3-Sulfinoalanine,C3 H7 N O4 S,153.008,7.1,1115-65-7
Lrp6CDp50,Histidine,C6 H9 N3 O2,155.069,11.13,71-00-1
Lrp6CDp51,Orotic Acid,C5 H4 N2 O4,156.016,1.97,65-86-1
Lrp6CDp52,Allantoin,C4 H6 N4 O3,158.042,1.83,97-59-6
Lrp6CDp53,2-Aminoadipic Acid,C6 H11 N O4,161.065,9.54,542-32-5
Lrp6CDp54,Carnitine,C7 H15 N O3,161.104,14.62,541-15-1
Lrp6CDp55,Phenylalanine,C9 H11 N O2,165.079,6.32,63-91-2
Lrp6CDp56,Quinolinic Acid,C7 H5 N O4,167.024,8.63,89-00-9
Lrp6CDp57,Pyridoxal,C8 H9 N O3,167.063,3.72,66-72-8
Lrp6CDp58,Pyridoxine,C8 H11 N O3,169.071,5.13,65-23-6
Lrp6CDp59,D-Glyceraldehyde 3-phosphate (G3P),C3 H7 O6 P,169.997,10.89,591-57-1
Lrp6CDp60,Glycerol 1-Phosphate / Glycerol 3-Phosphate,C3 H9 O6 P,172.013,10.58,17989-41-2
Lrp6CDp61,Arginine,C6 H14 N4 O2,174.112,25.71,74-79-3
Lrp6CDp62,Citrulline,C6 H13 N3 O3,175.094,9.83,372-75-8
Lrp6CDp63,N-Carbamoyl-L-aspartic Acid,C5 H8 N2 O5,176.047,8.13,13184-27-5
Lrp6CDp64,Tyrosine,C9 H11 N O3,181.073,6.47,60-18-4
Lrp6CDp65,4-Pyridoxic Acid,C8 H9 N O4,183.05,1.97,82-82-6
Lrp6CDp66,Phosphocholine,C5 H14 N O4 P,183.066,18.79,107-73-3
Lrp6CDp67,N-Acetylglutamic Acid,C7 H11 N O5,189.069,8.1,1188-37-0
Lrp6CDp68,Acetylcarnitine,C9 H17 N O4,203.114,13.97,5080-50-2
Lrp6CDp69,Tryptophan,C11 H12 N2 O2,204.09,6.04,73-22-3
Lrp6CDp70,Kynurenine,C10 H12 N2 O3,208.088,6.05,2922-83-0
Lrp6CDp71,Phosphocreatine,C4 H10 N3 O5 P,211.036,11.66,67-07-2
Lrp6CDp72,3-Methoxytyrosine,C10 H13 N O4,211.085,6.66,7636-26-2
Lrp6CDp73,Pantothenic Acid,C9 H17 N O5,219.11,4.55,137-08-6
Lrp6CDp74,Deoxycytidine,C9 H13 N3 O4,227.086,5.02,951-77-9
Lrp6CDp75,Deoxyuridine,C9 H12 N2 O5,228.074,1.72,951-78-0
Lrp6CDp76,Butyrylcarnitine,C11 H21 N O4,231.148,11.97,25576-40-6
Lrp6CDp77,Thymidine,C10 H14 N2 O5,242.091,1.64,50-89-5
Lrp6CDp78,Cytidine,C9 H13 N3 O5,243.086,4.65,65-46-3
Lrp6CDp79,Uridine,C9 H12 N2 O6,244.068,1.79,58-96-8
Lrp6CDp80,Biotin,C10 H16 N2 O3 S,244.091,4.65,58-85-5
Lrp6CDp81,Valerylcarnitine,C12 H23 N O4,245.162,11.31,00-00-003
Lrp6CDp82,5-Methylcytidine,C10 H15 N3 O5,257.102,4.37,2140-61-6
Lrp6CDp83,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.102,14.88,28319-77-9
Lrp6CDp84,L-Hexanoylcarnitine,C13 H25 N O4,259.177,10.68,22671-29-0
Lrp6CDp85,Adenosine,C10 H13 N5 O4,267.096,2.89,58-61-7
Lrp6CDp86,2'-Deoxyguanosine,C10 H13 N5 O4,267.098,3.35,961-07-9
Lrp6CDp87,Inosine,C10 H12 N4 O5,268.084,2.85,58-63-9
Lrp6CDp88,gamma-Linolenic Acid,C18 H30 O2,278.217,1.29,506-26-3
Lrp6CDp89,Linoleic Acid,C18 H32 O2,280.237,1.31,60-33-3
Lrp6CDp90,Guanosine,C10 H13 N5 O5,283.093,3.32,118-00-3
Lrp6CDp91,Ophthalmic Acid,C11 H19 N3 O6,289.128,9,495-27-2
Lrp6CDp92,9(S)-HODE,C18 H32 O3,296.233,1.29,73543-67-6
Lrp6CDp93,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.087,1.96,2457-80-9
Lrp6CDp94,Sphingosine,C18 H37 N O2,299.283,8.54,123-78-4
Lrp6CDp95,Retinoic Acid,C20 H28 O2,300.201,1.32,302-79-4
Lrp6CDp96,Glutathione,C10 H17 N3 O6 S,307.083,8.59,70-18-8
Lrp6CDp97,9(S)-HpODE,C18 H32 O4,312.224,1.43,29774-12-7
Lrp6CDp98,"15-deoxy-delta-12,14-Prostaglandin J2",C20 H28 O3,316.202,1.3,87893-55-8
Lrp6CDp99,CMP,C9 H14 N3 O8 P,323.053,11.16,63-37-6
Lrp6CDp100,UMP,C9 H13 N2 O9 P,324.033,9.82,58-97-9
Lrp6CDp101,Nicotinamide Mononucleotide,C11 H15 N2 O8 P,334.05,14.99,1094-61-7
Lrp6CDp102,3-Phosphoglyceroinositol,C9 H19 O11 P,334.066,7.09,00-00-006
Lrp6CDp103,Docosatrienoic Acid (22:3 n-3),C22 H38 O2,334.285,1.14,28845-86-5
Lrp6CDp104,AMP,C10 H14 N5 O7 P,347.063,10.6,61-19-8
Lrp6CDp105,Mead Ethanolamide,C22 H39 N O2,349.296,1.24,169232-04-6
Lrp6CDp106,Archidonoyl glycine,C22 H35 N O3,361.258,1.33,179113-91-8
Lrp6CDp107,GMP,C10 H14 N5 O8 P,363.058,10.59,85-32-5
Lrp6CDp108,Noladin,C23 H40 O3,364.3,1.18,222723-55-9
Lrp6CDp109,Tetradecanoylcarnitine,C21 H41 N O4,371.302,9.24,25597-07-3
Lrp6CDp110,Riboflavin,C17 H20 N4 O6,376.142,2.4,83-88-5
Lrp6CDp111,Succinoadenosine,C14 H17 N5 O8,383.108,7.92,4542-23-8
Lrp6CDp112,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.119,9.07,979-92-0
Lrp6CDp113,Hexadecenoylcarnitine,C23 H43 N O4,397.317,9.1,00-00-009
Lrp6CDp114,S-Adenosylmethionine (SAM),C15 H22 N6 O5 S,398.137,22.09,29908-03-0
Lrp6CDp115,Palmitoylcarnitine,C23 H45 N O4,399.335,9.05,2364-67-2
Lrp6CDp116,Cytidine diphosphate (CDP),C9 H15 N3 O11 P2,403.02,11.36,63-38-7
Lrp6CDp117,Linolenyl carnitine,C25 H43 N O4,421.313,8.99,00-00-010
Lrp6CDp118,Linoleyl carnitine,C25 H45 N O4,423.33,9,36816-10-1
Lrp6CDp119,Oleoylcarnitine,C25 H47 N O4,425.346,8.93,38677-66-6
Lrp6CDp120,Cysteineglutathione disulfide,C13 H22 N4 O8 S2,426.09,11.09,13081-14-6
Lrp6CDp121,ADP,C10 H15 N5 O10 P2,427.03,11.01,58-64-0
Lrp6CDp122,Stearoylcarnitine,C25 H49 N O4,427.362,8.81,1976-27-8
Lrp6CDp123,GDP,C10 H15 N5 O11 P2,443.021,11.07,146-91-8
Lrp6CDp124,5-Methyl-tetrahydrofolic acid (5-CH3-THF),C20 H25 N7 O6,459.185,8.77,134-35-0
Lrp6CDp125,LysoPE(18:2),C23 H44 N O7 P,477.281,6.2,00-00-011
Lrp6CDp126,LysoPE(18:0),C23 H48 N O7 P,481.315,6.11,00-00-012
Lrp6CDp127,CTP,C9 H16 N3 O14 P3,482.985,11.68,65-47-4
Lrp6CDp128,UTP,C9 H15 N2 O15 P3,483.969,10.65,63-39-8
Lrp6CDp129,LysoPC(16:1),C24 H48 N O7 P,493.312,9.48,00-00-014
Lrp6CDp130,LysoPC(16:0),C24 H50 N O7 P,495.329,9.42,00-00-015
Lrp6CDp131,ATP,C10 H16 N5 O13 P3,506.996,11.25,56-65-5
Lrp6CDp132,LysoPC(18:2),C26 H50 N O7 P,519.328,9.34,00-00-017
